Shoulder_02_XN,0,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,1,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,2,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,3,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,4,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,5,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,6,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,7,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,8,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,9,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,10,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,11,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,12,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,13,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,14,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,15,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,16,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,17,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,18,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,19,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,20,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,21,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,22,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,23,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,24,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,25,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,26,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,27,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,28,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,29,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,30,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,31,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,32,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,33,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,34,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,35,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,36,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,37,0,0.0,0.0,0.0,0.0,0.0
Shoulder_02_XN,38,0,0.0,0.0,0.0,0.0,0.0
